"game_str","play_id","ADVANCED_2","safe_prob","inning","gameState","currentBase","BR2NextBase","adj_baserunning_speed","ball2Base"
"1900_02_TeamKJ_TeamB",22,0,0.0846012607216835,1,"111",1,95.2318259187988,26.8788525276995,189.791134036776
"1900_02_TeamKJ_TeamB",22,0,0.0368139930069447,1,"111",2,95.7042979251878,22.7437795167655,199.049337408995
"1900_02_TeamKJ_TeamB",117,1,0.804083287715912,3,"100",1,161.273634260673,27.1391539005259,328.706556110262
"1900_02_TeamKJ_TeamB",152,1,0.812691330909729,4,"100",1,176.184416605157,34.2803208813169,326.20870574042
"1900_02_TeamKJ_TeamB",184,0,0.294216632843018,1,"100",1,90.811570279585,14.159286769476,212.743013208282
"1900_02_TeamKJ_TeamB",186,0,0.124764621257782,5,"110",1,94.0519019554599,14.159286769476,161.49986807286
"1900_02_TeamKJ_TeamB",196,1,0.630758821964264,5,"111",1,99.1678881425123,26.7569324162482,120.627032429868
"1900_02_TeamKJ_TeamB",249,0,0.0694521069526672,6,"100",1,92.7204378422826,27.9528971769513,215.327426836103
"1900_02_TeamKJ_TeamB",255,0,0.122683890163898,6,"111",1,97.1737441689498,27.9528971769513,141.800528198761
"1900_02_TeamKJ_TeamB",255,0,0.103145353496075,6,"111",2,93.4434316770679,26.7569324162482,225.211692887603
"1900_04_TeamKK_TeamB",24,1,0.530654907226562,1,"100",1,128.556383390631,30.7175568220772,284.812518271726
"1900_04_TeamKK_TeamB",253,0,0.0869975686073303,9,"111",1,175.535403410514,18.6528763816906,122.361412063099
"1900_04_TeamKK_TeamB",253,0,0.138812348246574,9,"111",2,177.770108562456,21.1581937004506,209.671813031795
"1900_05_TeamKK_TeamB",136,0,0.0477268695831299,5,"100",1,92.4579872989979,21.6402908130702,180.83732619204
"1900_06_TeamKL_TeamB",55,0,0.558660566806793,2,"010",2,136.051156815542,27.9528971769513,291.730288435963
"1900_07_TeamKL_TeamB",33,0,0.0739634707570076,2,"100",1,99.2385120404661,22.366920656278,174.593386385138
"1900_07_TeamKL_TeamB",39,0,0.296563774347305,2,"110",1,156.161603047029,23.494052001917,263.680697540225
"1900_07_TeamKL_TeamB",39,0,0.187613680958748,2,"110",2,158.659764719089,22.366920656278,265.779266226036
"1900_07_TeamKL_TeamB",65,0,0.163483455777168,3,"010",2,164.214604351815,26.826230768164,297.648568791335
"1900_08_TeamKL_TeamB",215,0,0.0469825640320778,7,"110",1,94.2148674005152,23.494052001917,180.053087603935
"1900_08_TeamKL_TeamB",215,0,0.0667868107557297,7,"110",2,95.9808163874028,22.7654232076144,256.840691695455
"1900_09_TeamKK_TeamB",126,0,0.713108599185944,4,"110",1,136.465091476271,30.7175568220772,216.530644499159
"1900_09_TeamKK_TeamB",130,1,0.903019726276398,4,"110",1,181.769253637511,30.7175568220772,346.890854158968
"1901_01_TeamLG_TeamA3",134,0,0.25749808549881,5,"110",1,156.102096229275,21.4003861937142,231.641680999998
"1901_02_TeamLG_TeamA3",49,0,0.0843606144189835,2,"100",1,101.040144037006,28.2486260285688,207.098591703078
"1901_02_TeamLG_TeamA3",168,1,0.512231588363647,5,"100",1,150.401657458582,23.6478236124503,187.259060922116
"1901_03_TeamLG_TeamA3",131,0,0.449003577232361,5,"110",2,166.171817256541,24.4971381000068,342.082950220045
"1901_03_TeamLG_TeamA3",135,1,0.742646217346191,5,"101",1,128.4011069297,21.4086267577984,239.797550661079
"1901_03_TeamLG_TeamA3",238,1,0.728736162185669,8,"100",1,147.96123446266,26.7528266145987,339.283682897544
"1901_04_TeamLI_TeamA3",58,0,0.231475725769997,2,"100",1,155.456655979679,20.5687859565677,263.971160026165
"1901_04_TeamLI_TeamA3",166,0,0.556006789207458,5,"100",1,155.224686234086,27.5619114940129,274.822925750919
"1901_04_TeamLI_TeamA3",206,1,0.911286592483521,7,"100",1,170.553171069683,32.0016075382556,332.759223634973
"1901_04_TeamLI_TeamA3",283,1,0.551964402198792,8,"110",2,163.373931426924,24.4971381000068,369.122006534818
"1901_05_TeamLI_TeamA3",39,0,0.233584105968475,1,"010",2,167.985513580337,22.9357280637988,183.978616356711
"1901_05_TeamLI_TeamA3",73,0,0.4557244181633,2,"100",1,143.594333369061,24.4002478995914,189.066716163678
"1901_05_TeamLI_TeamA3",223,0,0.0537874586880207,5,"110",1,92.1309887418428,24.954633187347,112.168383921434
"1901_05_TeamLI_TeamA3",225,1,0.803869783878326,5,"111",1,173.627174467979,30.4590949342848,269.802589522447
"1901_05_TeamLI_TeamA3",225,1,0.774801254272461,5,"111",2,152.419287785248,24.954633187347,338.148600159693
"1901_05_TeamLI_TeamA3",279,1,0.706085860729218,7,"100",1,123.725727764305,24.954633187347,250.70761254414
"1901_05_TeamLI_TeamA3",308,1,0.242685288190842,8,"100",1,163.646493518988,21.6365883331313,167.22473827696
"1901_06_TeamLI_TeamA3",77,1,0.821098685264587,4,"100",1,148.457653875277,29.2113593317137,250.465564080049
"1901_06_TeamLI_TeamA3",106,1,0.779180407524109,5,"010",2,130.739060507516,24.4971381000068,261.20651063869
"1901_06_TeamLI_TeamA3",107,1,0.706085860729218,5,"100",1,124.095843305878,24.6123472543295,234.393840333317
"1901_06_TeamLI_TeamA3",113,0,0.0796707943081856,5,"101",1,105.801517940423,17.8842525170669,261.627289104888
"1901_06_TeamLI_TeamA3",117,0,0.298334240913391,5,"110",1,173.156481008475,23.5452295124492,271.833626114655
"1901_06_TeamLI_TeamA3",117,0,0.236315160989761,5,"110",2,166.991509565749,17.8842525170669,322.37929717958
"1901_07_TeamLK_TeamB",23,1,0.911649346351624,1,"110",1,186.285136567929,22.8418259494,328.175248043243
"1901_08_TeamLK_TeamB",7,0,0.719019770622253,1,"010",2,131.431761226868,29.7735173196117,287.482302369033
"1901_08_TeamLK_TeamB",108,0,0.80485987663269,4,"110",1,116.793174387714,23.0914667107024,248.617780838901
"1901_08_TeamLK_TeamB",108,0,0.362480878829956,4,"110",2,158.216720938047,23.1078943960401,332.427504606418
"1901_09_TeamLK_TeamB",181,1,0.534952640533447,6,"100",1,133.317748418401,25.880549788447,273.322882455938
"1901_09_TeamLK_TeamB",268,1,0.745591342449188,9,"111",1,204.707762890593,23.9776613340673,310.114786762422
"1901_09_TeamLK_TeamB",268,1,0.904345750808716,9,"111",2,192.189799642107,29.7735173196117,376.47236090773
"1901_10_TeamLJ_TeamB",13,0,0.176732584834099,1,"011",2,99.6290059679781,25.5690374765617,214.299535592334
"1901_11_TeamLJ_TeamB",19,1,0.82073312997818,1,"010",2,143.446793843359,32.530376156793,255.144337880914
"1901_11_TeamLJ_TeamB",105,1,0.724721193313599,3,"100",1,121.981813048447,28.688494066077,229.7993527879
"1901_11_TeamLJ_TeamB",137,0,0.0804204940795898,3,"100",1,101.520634183639,24.2827464459474,144.006011086655
"1901_12_TeamLJ_TeamB",123,0,0.100875101983547,4,"100",1,93.0271243013048,26.7852439631741,214.634259859565
"1901_12_TeamLJ_TeamB",188,0,0.357796996831894,6,"100",1,113.934549324823,25.5690374765617,160.117378726209
"1901_13_TeamLL_TeamB",20,0,0.0494549162685871,1,"100",1,92.8022088617047,30.2208439244856,231.949715395157
"1901_13_TeamLL_TeamB",21,1,0.699366331100464,1,"110",1,161.093258069093,30.2208439244856,291.006481623641
"1901_13_TeamLL_TeamB",148,1,0.812967300415039,5,"010",2,128.116669344046,24.2827464459474,229.471326708611
"1901_14_TeamLL_TeamB",98,1,0.387699246406555,4,"100",1,150.740152204645,22.6906068610741,307.531954657113
"1901_14_TeamLL_TeamB",112,0,0.125670462846756,4,"010",2,163.485610622914,24.8895400692011,308.091961733262
"1901_14_TeamLL_TeamB",185,1,0.88116317987442,6,"100",1,183.163242120667,24.8895400692011,325.611557643715
"1901_16_TeamLH_TeamA3",139,1,0.688170850276947,4,"100",1,117.186977744256,24.4633482926477,280.938215015589
"1901_16_TeamLH_TeamA3",236,1,0.504253149032593,6,"101",1,150.42826141829,22.7924038348737,232.479399262962
"1901_17_TeamLH_TeamA3",90,0,0.126058533787727,3,"100",1,97.6899384015634,17.1536129237822,213.310042408983
"1901_18_TeamLH_TeamA3",43,1,0.424636006355286,1,"100",1,105.600608713278,22.9357280637988,282.179050334705
"1901_18_TeamLH_TeamA3",65,1,0.398095846176147,2,"100",1,100.76717830666,17.0760476929379,163.608307811083
"1901_18_TeamLH_TeamA3",75,0,0.296563774347305,2,"100",1,153.264538226382,24.4633482926477,274.530225060358
"1901_18_TeamLH_TeamA3",82,0,0.210106328129768,3,"010",2,176.898188815035,13.6800755698228,232.247593809193
"1901_18_TeamLH_TeamA3",130,0,0.0482007190585136,4,"100",1,93.2157922913215,21.5390504953068,160.688081849706
"1901_18_TeamLH_TeamA3",132,1,0.710515677928925,4,"110",1,142.152353089745,25.8999812456203,173.457923626667
"1901_18_TeamLH_TeamA3",202,0,0.0838953331112862,6,"010",2,170.291531017434,25.4357357614289,286.907326288629
"1901_18_TeamLH_TeamA3",211,0,0.383938521146774,6,"010",2,113.310015734488,25.4357357614289,193.526516722877
"1901_18_TeamLH_TeamA3",216,0,0.274289935827255,7,"100",1,146.505577232784,17.0760476929379,246.334490389006
"1902_01_TeamMG_TeamA3",75,1,0.703553318977356,3,"010",2,113.706063794922,25.2555830630901,216.153323648215
"1902_01_TeamMG_TeamA3",120,1,0.837146937847137,4,"111",1,141.128027086292,21.88731526313,346.492791146071
"1902_01_TeamMG_TeamA3",120,1,0.924274206161499,4,"111",2,117.618471508803,23.5452295124492,337.311091869568
"1902_01_TeamMG_TeamA3",133,0,0.0865648910403252,4,"110",1,97.3780709598034,27.0214166099241,189.980002764395
"1902_01_TeamMG_TeamA3",133,1,0.803205609321594,4,"110",2,115.565597282743,26.0290969628366,252.137921749811
"1902_01_TeamMG_TeamA3",135,1,0.798224091529846,4,"011",2,186.646959367969,21.7799100390994,303.646740916365
"1902_01_TeamMG_TeamA3",155,0,0.145450934767723,5,"100",1,147.103627592248,17.9268914459522,292.837791594
"1902_01_TeamMG_TeamA3",184,1,0.0995872914791107,5,"010",2,175.076823770246,25.4985828644594,278.267801240064
"1902_02_TeamMG_TeamA3",23,0,0.375743806362152,1,"100",1,145.681310051341,21.7799100390994,293.045963915548
"1902_02_TeamMG_TeamA3",89,1,0.25749808549881,3,"100",1,159.218466459461,21.7799100390994,213.107230923432
"1902_02_TeamMG_TeamA3",101,0,0.215084478259087,3,"111",1,173.621830049389,21.3527811410884,266.352955984936
"1902_02_TeamMG_TeamA3",101,0,0.321592837572098,3,"111",2,172.091674480454,22.9915836343078,313.09488159304
"1902_02_TeamMG_TeamA3",114,1,0.518961548805237,3,"111",1,173.047224318767,22.9920688981568,206.392885084773
"1902_02_TeamMG_TeamA3",114,1,0.28185561299324,3,"111",2,175.811872886631,21.3527811410884,296.346087144153
"1902_02_TeamMG_TeamA3",140,0,0.0513184331357479,4,"110",1,96.1448576179677,21.7799100390994,160.232501947664
"1902_02_TeamMG_TeamA3",140,1,0.888586461544037,4,"110",2,119.533195634479,27.0214166099241,239.17727199824
"1902_02_TeamMG_TeamA3",159,1,0.0372936092317104,4,"111",1,95.9393903166946,23.5452295124492,132.746406047137
"1902_02_TeamMG_TeamA3",159,1,0.743813812732697,4,"111",2,110.502345540014,21.3527811410884,214.257485262966
"1902_02_TeamMG_TeamA3",173,1,0.117064476013184,4,"100",1,108.230311462137,26.0290969628366,204.331414885126
"1902_02_TeamMG_TeamA3",313,0,0.0330920480191708,7,"100",1,94.3343143812529,22.9920688981568,176.572630909344
"1902_02_TeamMG_TeamA3",318,0,0.107882238924503,7,"110",1,106.001171345084,25.4985828644594,164.916647973946
"1902_02_TeamMG_TeamA3",318,0,0.162020787596703,7,"110",2,108.991979768756,22.9920688981568,248.517808140684
"1902_03_TeamMG_TeamA3",27,0,0.0645375475287437,1,"100",1,98.4198287718897,22.9915836343078,161.332054170393
"1902_03_TeamMG_TeamA3",58,0,0.075065553188324,2,"100",1,92.0882442027458,21.88731526313,185.730868600658
"1902_03_TeamMG_TeamA3",67,0,0.113204948604107,2,"111",1,91.5218255984881,14.9514133054086,120.612924745584
"1902_03_TeamMG_TeamA3",67,0,0.0369228236377239,2,"111",2,91.9940471509922,26.0290969628366,204.614380233062
"1902_03_TeamMG_TeamA3",197,0,0.0520091503858566,6,"100",1,93.3516599651242,27.0214166099241,263.34464159445
"1902_03_TeamMG_TeamA3",207,1,0.378103464841843,6,"011",2,166.923774593185,22.9920688981568,278.695176411164
"1902_03_TeamMG_TeamA3",255,0,0.0508647039532661,8,"100",1,101.017569279959,23.8224452983819,207.847760479113
"1902_03_TeamMG_TeamA3",260,0,0.612066090106964,8,"110",1,114.704619936919,23.8224452983819,247.513911489615
"1902_03_TeamMG_TeamA3",260,0,0.279569804668427,8,"110",2,173.399619364469,22.853648619044,326.133661258402
"1902_03_TeamMG_TeamA3",264,1,0.444459050893784,8,"110",2,203.368461001156,17.9268914459522,150.587239907121
"1902_04_TeamML_TeamB",82,1,0.480111509561539,3,"100",1,168.854285414415,23.9302123664189,174.709214623536
"1902_04_TeamML_TeamB",91,1,0.901110529899597,3,"111",1,130.395741302418,24.6883128703892,232.270871588919
"1902_04_TeamML_TeamB",91,1,0.930459022521973,3,"111",2,135.43087411955,24.0978296477057,221.736440044143
"1902_04_TeamML_TeamB",92,1,0.828828990459442,3,"101",1,126.891508037622,23.8132079130804,195.041607338533
"1902_04_TeamML_TeamB",119,0,0.0463024899363518,4,"101",1,96.1287545947233,24.6883128703892,150.351947197527
"1902_04_TeamML_TeamB",182,1,0.382982820272446,6,"100",1,168.33801015177,24.6883128703892,260.538370605681
"1902_04_TeamML_TeamB",224,1,0.542816579341888,7,"100",1,163.290277444668,24.0978296477057,207.389356999032
"1902_04_TeamML_TeamB",246,0,0.594041883945465,8,"110",1,118.910569026817,21.0952978803938,323.100838825787
"1902_04_TeamML_TeamB",246,0,0.599388480186462,8,"110",2,160.235520438641,24.6631818294336,322.764442137761
"1902_04_TeamML_TeamB",247,1,0.480517536401749,8,"101",1,142.338219979223,21.0952978803938,260.586763982167
